"What is the difference between application and utility software?","Application software lets the user perform a specific real-world task (e.g. word processor); utility software maintains, configures or optimises the computer itself (e.g. antivirus, defragmenter)."
"What is the difference between open source and closed source software?","Open source: source code is available to view and modify, usually free, community support. Closed source: source code is hidden, usually paid, official vendor support, modification forbidden."
"What is the role of an assembler?","Translates assembly language into machine code, generally with a one-to-one relationship between mnemonic and machine-code instruction."
"What is the difference between a compiler and an interpreter?","A compiler translates high-level source into machine code all at once, producing a standalone executable; an interpreter translates and executes one line at a time at run time with no executable. Compiled programs run faster; interpreters report errors line by line (better for debugging)."
"What are the four stages of compilation?","Lexical analysis, syntax analysis (parsing), code generation, and (code) optimisation."
"What happens in lexical and syntax analysis?","Lexical: source code is broken into tokens, whitespace/comments removed, and a symbol table created. Syntax (parsing): tokens are checked against the language's grammar, a parse tree is built, and syntax errors are reported."
"What happens in code generation and optimisation?","Code generation produces the object (machine) code from the parse tree and symbol table; optimisation refines it to run faster and/or use less memory while giving the same result."
"What is a linker?","Software that combines the compiled program with library and other separately compiled modules into a single executable, resolving references between them."
"What is a loader?","Part of the OS that copies the executable from secondary storage into RAM and prepares it to run before execution begins."
"What is a library (in programming)?","A pre-written, pre-compiled and tested collection of subroutines/modules that programmers can reuse to save time and increase reliability."
"Describe the waterfall methodology and when it is used.","A linear, sequential model where each stage is completed before the next begins; best when requirements are well understood and fixed."
"Describe the agile methodology and when it is used.","An umbrella of iterative approaches delivering working software in small frequent increments with continuous client feedback; best when requirements are likely to change."
"Describe the spiral methodology and when it is used.","An iterative model centred on risk analysis, tackling risky elements early through prototyping; best for large, expensive, high-risk projects."
"Describe extreme programming (XP).","An agile method emphasising code quality: pair programming, frequent small releases, test-driven development, and the customer as part of the team."
"Describe rapid application development (RAD).","Builds prototypes quickly and refines them through repeated user feedback; favours fast partial models, best when a system is needed quickly or requirements are vague."
"List the five stages of the software development lifecycle.","Analysis, design, development (implementation), testing, evaluation."
"What is a procedural language?","A language that executes ordered instructions using sequence, selection and iteration, organising code into reusable procedures/subroutines (e.g. Python, C)."
"What is the Little Man Computer (LMC)?","A simple teaching model of a CPU with a small instruction set, used to learn assembly language and the fetch-decode-execute cycle."
"What do immediate and direct addressing mean?","Immediate: the operand is the actual value (e.g. ADD #5). Direct: the operand is the address that holds the value (e.g. ADD 20 adds the contents of address 20)."
"What do indirect and indexed addressing mean?","Indirect: the operand gives an address that holds the address of the value (address of an address), used for pointers. Indexed: address = base address + contents of an index register, ideal for arrays."
"Define class, object, instantiation, attribute and method in OOP.","Class: a template defining a type's attributes and methods. Object: an instance of a class. Instantiation: creating an object from a class. Attribute: a variable holding an object's data. Method: a subroutine giving an object behaviour."
"What is encapsulation?","Bundling attributes and methods together and hiding the data (private attributes accessed only through methods); makes code more robust and maintainable."
"What is inheritance?","A child (sub) class acquiring the attributes and methods of a parent (super) class, and being able to add or override its own; promotes code reuse."
"What is polymorphism?","The ability of methods to behave differently depending on the object, e.g. overriding an inherited method so Dog and Cat respond to makeSound() differently."
"Application: Which OS type suits a washing machine and why?","An embedded OS, because it is a dedicated device with limited resources needing a small, efficient OS stored in ROM to control one specific task reliably."
"Application: Why is virtual memory slower than real RAM?","Because it uses secondary storage (disk), which has much slower access times than RAM, and the OS must spend time swapping pages in and out."
"Application: In which compilation stage is a missing bracket detected?","Syntax analysis (parsing), where tokens are checked against the language's grammar/rules."
